train_loss,train_acc,test_loss,test_acc
0.9625584979852041,0.5442708333333333,0.9291143069664638,0.5963541666666667
0.9299542953570684,0.5572916666666666,0.8943133155504862,0.5546875
0.8937368194262187,0.546875,0.8272772630055746,0.5625
0.7772500614325206,0.6015625000000001,0.6470284561316173,0.6666666666666667
0.66595625380675,0.6848958333333334,0.6301051651438077,0.6588541666666666
0.6588858366012573,0.6744791666666666,0.8666484107573826,0.6484375
